#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	In a rare shared opinion with a statement by O2, T-Mobile spokeswoman Martina Kemrová added: "We have not yet registered a viable and bilaterally advantageous business project that it would be possible to build upon."	Tisková mluvčí T-Mobilu Martina Kemrová dodává ve vzácné shodě s vyjádřením O2: "Zatím jsme nezaznamenali žádný životaschopný a oboustranně výhodný obchodní projekt, na kterém by bylo možné dále stavět."	Ve vzácném společné stanovisko k prohlášení mluvčí O2, t - mobile Martina Kemrová dodal: "máme dosud registrováno životaschopný a oboustranně výhodných podnikatelských projektů, které by bylo možné postavit."	Ve vzácném společném stanovisku s prohlášením O2 T-Mobile Martina Kemrová mluvčí dodala: "Ještě jsme nezaregistrovali projekt životaschopného a oboustranně výhodného podniku, že by to bylo možné postavit."
no_id	And she added: "No virtual operator is likely to appear in the T-Mobile network by the end of the year.	A dodává: "V síti T-Mobilu se do konce roku těžko nějaký virtuální operátor objeví.	A dodala: "ne virtuální operátor se pravděpodobně objeví v síti T - mobile do konce roku.	A dodala: "Žádný virtuální operátor není pravděpodobný, že se objeví v T-Mobile síti konec roku.
no_id	At this moment, in order to be talking about such a short timeframe, we would already have to have a concrete agreement on the table."	V tuto chvíli už bychom museli mít na stole konkrétní dohodu, aby bylo možné uvažovat v tomto krátkém horizontu."	V této chvíli, aby se mluví o takové krátké lhůtě, už by nás mělo mít konkrétní dohody na stole. "	V tomto okamžiku uvnitř mluví o takovém krátkém rámci, už bychom museli mít konkrétní dohodu o stole."
no_id	Vodafone is placing its attention more upon fulfilling the requirements of its own 3G license.	Vodafone upírá svoji pozornost spíše ke splnění požadavků vlastní 3G licence.	Vodafone je uvedení jeho pozornost více na splnění požadavků vlastní 3G řidičák.	Vodafone uvádí svou pozornost ještě, jakmile splní požadavky jeho vlastní 3 licence G.
no_id	Regarding this, Miroslav Čepický said: "We are open to negotiations with potential virtual operators, above all in the area of shared costs and infrastructure.	Miroslav Čepický k tomu říká: "Jednáním s potenciálními virtuálními operátory jsme otevřeni, a to zejména v oblasti sdílení nákladů a infrastruktury.	O tomto, Miroslav Čepický řekl: "jsme otevření jednání s potenciálními virtuálních operátorů, především v oblasti společných nákladů a infrastruktury.	Týká se toho, řekla Miroslav Čepická: "že Jsme otevření jednáním s potenciálními virtuálními operátory všeho v oblasti společných nákladů a infrastruktury.
no_id	From the perspective of the customers, we consider this to be the most beneficial.	Právě to považujeme z hlediska zákazníků za nejpřínosnější.	Z pohledu zákazníků, považujeme to za velmi přínosné.	Z pohledu zákazníků považujeme, že to je nejprospěšnější.
no_id	Vodafone's main strategy in this area is to find a partner for the construction of a shared network for fast mobile Internet."	Hlavní strategií Vodafonu v této oblasti je nalezení partnera pro vybudování sdílené sítě pro rychlý mobilní internet."	Vodafone je hlavní strategie v této oblasti je najít partnera pro výstavbu sdílené sítě pro rychlý mobilní internet. "	Hlavní strategie Vodafone v této oblasti je najít partnera pro výstavbu společné sítě pro rychle mobilní internet."
no_id	Responsible authorities - buddy-buddy with operators	Odpovědné úřady - s operátory jedna ruka	Odpovědné orgány - kámoši s operátory	Příslušné orgány - buddy-buddy se subjekty.
no_id	The procedure of the mobile operators is easy to understand, the entrance of another operator would mean increased competition, it would lead to a decrease in prices and hence to a decrease in their profits.	Postup mobilních operátorů lze snadno pochopit, vstup dalšího operátora by znamenal zvýšení konkurence, vedl by k poklesu cen a tím i k poklesu jejich zisků.	Postup z mobilních operátorů, je snadné pochopit, příchod dalšího operátora bude znamenat zvýšené konkurence, to by vedlo k poklesu cen, a tím i ke snížení jejich zisků.	Postup mobilních operátorů je snadný, pochopit by vstup jiného provozovatele znamenal zvýšenou konkurenci, vedlo by ke snížení v cenách a tedy ke snížení jejich zisků.
no_id	Why, then, make this entrance easy for such a competitor?	Proč tedy nástup takovému konkurentovi usnadňovat?	Proč tedy tento vchod pro takový snadný soupeř?	Proč pak je tento vchode jednoduché pro takového konkurenta?
no_id	The tug-of-war surrounding the creation of U:fon attests to the fact that when something is important to the operators, they are able to pull for the same team.	O tom, že když operátorům o něco jde, dovedou táhnout za jeden provaz, svědčí i tahanice kolem vzniku U:fona.	Na tahanice kolem vytvoření U: tu svědčí o tom, že když je něco důležitého pro provozovatele, jsou schopny táhnout za stejný tým.	Tahanice obklopující vytvoření U: fon potvrzovat skutečnost, že kdy něco je důležité pro subjekty, mohou táhnout stejný tým.
no_id	Probably the greatest pressure on the Czech Telecommunication Office was during the time of the creation of U:fon by T-Mobile.	Asi největší tlak směrem k ČTÚ šel v době vzniku U:fona od společnosti T-Mobile.	Pravděpodobně největší tlak na české telekomunikační úřad byl v době vzniku spojených států: tu T - mobile.	Zřejmě největší tlak na Český telekomunikační úřad byl v době vytvoření U: fon T-mobile.
no_id	Information publicly available from the Czech Telecommunication Office's web pages attests to this.	Svědčí o tom veřejně přístupné informace z webových stránek ČTÚ.	Veřejně dostupných informací z české telekomunikační úřad má webové stránky svědčí o tohle.	Informace veřejně přístupná z webových stránek Českého telekomunikačního úřadu svědčit to.
no_id	But now this is a suitable argument for U:fon to not allow the entrance of the virtual operator.	Nyní se ale právě U:fon hodí jako argument, proč virtuálního operátora nepřipustit.	Ale teď je vhodný argument pro USA: tu, která nepovolila vjezd do virtuálního operátora.	Ale teď to je vhodný argument pro U: fon, nepovolí vstup virtuálního operátora.
no_id	Regarding that matter, Martina Kemrová pointed out: "The competitive environment of the mobile market was also recently amplified by the entrance of the fourth mobile operator onto the market.	Martina Kemrová k tomu podotkla: "Konkurenční prostředí mobilního trhu bylo nedávno navíc umocněno vstupem čtvrtého mobilního operátora na trh.	Ohledně té věci, Martina Kemrová upozornil: "konkurenční prostředí mobilní trh byl také nedávno zesíleny příchod čtvrtého mobilního operátora na trhu.	Týká se té věci, zdůraznila Martina Kemrová: "že konkurenční prostředí mobilního trhu také nedávno bylo zesilováno příchodem čtvrtého mobilního operátora na trh.
no_id	Considering the character of the mobile market in the Czech Republic, it is evident that the entrance of another player would place higher demands on it and above all on its services."	S ohledem na charakter mobilního trhu v ČR je zřejmé, že vstup dalšího hráče by na něj a především na jeho služby kladl vysoké požadavky."	Vzhledem k charakteru mobilního trhu v ČR, je zřejmé, že příchod dalšího hráče by vyšší nároky na místo, a to především na své služby. "	Považovat charakter mobilního trhu v České republice to je zřejmé, vstup jiného hráče by umístil vyšší požadavky na tom a to na svých službách."
no_id	But considering this approach by the mobile operators, the lack of interest by the Czech regulatory organs is, in fact, startling.	Vzhledem k tomuto přístupu mobilních operátorů je ale přímo zarážející naprostý nezájem českých regulačních orgánů.	Ale vzhledem k tomuto přístupu ze strany mobilních operátorů, nedostatek zájmu české regulační orgány, ve skutečnosti je zarážející.	Ale považovat tento přístup mobilních operátorů nedostatek zájmu českých regulačních orgánů je ve skutečnosti překvapivý.
no_id	This means not only the attitude of the CTO, which unfortunately in Czechia - unlike in Great Britain and other developed countries - does not have the authority to intervene in economic competition.	Nejde přitom jen o postoj ČTÚ, který bohužel v Česku - na rozdíl od Velké Británie a dalších vyspělých zemí - nemá pravomoci zasahovat do hospodářské soutěže.	To znamená nejen postoj CTO, který bohužel v Čechách - na rozdíl od velké Británie a dalších vyspělých zemí - nemá pravomoc zasahovat do hospodářské soutěže.	To neznamená nejen postoj CTO kterého naneštěstí v Česku - že rozdíl ve Velké Británii a jiných rozvinutých zemích - nemají orgán zasáhnout do hospodářské soutěže.
no_id	This authority belongs to the Office for the Protection of Competition (OPC) exclusively.	Ty patří výlučně Úřadu pro ochranu hospodářské soutěže (ÚOHS).	Tento orgán patří k úřadu pro ochranu hospodářské soutěže (OPC) výhradně.	Tento orgán patří úřadu Ochrana soutěže (OPC) výhradně.
no_id	But this office has assumed its typical position on this whole issue.	Ten ale k celé problematice zaujal svůj typický postoj.	Ale tento úřad převzal svůj typický postoj k celé této problematiky.	Ale tento úřad zaujal jeho typický postoj k této celé otázce.
no_id	"The entrance of a virtual operator on the mobile market would be possible after the signing of a contract on the rental of the necessary infrastructure between the mobile operator and the virtual operator.	"Vstup virtuálního operátora na mobilní trh by byl možný poté, co by došlo k uzavření smlouvy mezi mobilním operátorem a virtuálním operátorem o pronájmu potřebné infrastruktury.	"Příchod virtuálním operátorem na mobilní trh bude možné až po podpisu smlouvy o pronájmu nezbytné infrastruktury mezi mobilním operátorem a virtuální operátor.	"Vstup virtuálního subjektu na mobilním trhu by byl možný po podpisu smlouvy na pronájem nezbytné infrastruktury mezi mobilním operátorem a virtuálním operátorem.
no_id	No such contract has ever been signed, because the supply of potential interested parties was most likely not sufficiently interesting for classic operators," claimed Kristián Chalupa from the external relations department of the OPC in his answer to our question.	Žádná taková smlouva nebyla doposud uzavřena, neboť nabídka potenciálních zájemců nejspíše nebyla pro klasické operátory dostatečně zajímavá," uvedl v odpovědi na náš dotaz Kristián Chalupa z odboru vnějších vztahů ÚOHS.	Žádná taková smlouva ještě nebyla podepsána, protože dodávky potenciálním zájemcům byla pravděpodobně dostatečně zajímavé pro klasické operátory, "tvrdil Kristián Chalupa z oddělení vnějších vztahů OPC v jeho odpovědi na naše otázky.	Žádná taková smlouva kdy nebyla podepsána, protože dodání možných zúčastněných stran bylo nejpravděpodobnější ne dostatečně zajímavé pro klasické subjekty", jsou žádány Kristiána Chalupu z vnějšího oddělení vztahů OPC v jeho odpovědi na svou otázku.
